molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL233058,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1Cl,84.0,active
CHEMBL232845,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(Cl)cc1F,76.0,active
CHEMBL232648,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(Cl)ccc1Cl,180.0,active
CHEMBL235120,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(Cl)cc1Cl,23.0,active
CHEMBL388433,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(Cl)c(Cl)c1,1580.0,intermediate
CHEMBL243231,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(Cl)cc1,264.0,active
CHEMBL243230,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(Cl)c1,59.0,active
CHEMBL388431,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccccc1Cl,145.0,active
CHEMBL245181,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(C(F)(F)F)cc1,511.0,active
CHEMBL243227,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(C(F)(F)F)c1,366.0,active
CHEMBL397744,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccccc1C(F)(F)F,486.0,active
CHEMBL397743,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)c(F)c(F)c(F)c1F,1018.0,intermediate
CHEMBL394834,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)cc(F)cc1F,87.0,active
CHEMBL394833,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)ccc(F)c1F,151.0,active
CHEMBL243872,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)cc(F)c1F,805.0,active
CHEMBL389151,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1F,82.0,active
CHEMBL242813,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1,128.0,active
CHEMBL242811,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1,272.0,active
CHEMBL232262,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(F)c1,135.0,active
CHEMBL232191,N[C@H]1C[C@H](N2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F,140.0,active
CHEMBL234635,N[C@H]1C[C@@H](N2CCn3c(C(F)(F)F)cnc3C2)CCC1c1cc(F)c(F)cc1F,21.0,active
CHEMBL400624,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3cccc(C)c3)CN1CC2,13.0,active
CHEMBL234412,CCCC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1N,520.0,active
CHEMBL232595,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(Cl)c3)CN1CC2,4.0,active
CHEMBL429982,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3cccc(Cl)c3)CN1CC2,50.0,active
CHEMBL391070,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2,4.0,active
CHEMBL234431,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3cccc(C)c3)CN1CC2,32.0,active
CHEMBL234430,COc1cccc([C@H]2CN3CCc4cc(OC)c(OC)cc4[C@@H]3C[C@H]2N)c1,650.0,active
CHEMBL540711,COc1cccc([C@H]2CN3CCc4cc(OC)c(OC)cc4[C@@H]3C[C@@H]2N)c1,5130.0,intermediate
CHEMBL392085,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3ccc(C)c(C)c3)CN1CC2,3730.0,intermediate
CHEMBL234238,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3ccc(C)c(C)c3)CN1CC2,9380.0,intermediate
CHEMBL234048,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3ccc(C)cc3)CN1CC2,370.0,active
CHEMBL392084,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3ccc(C)cc3)CN1CC2,10590.0,inactive
CHEMBL234047,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3ccccn3)CN1CC2,1520.0,intermediate
CHEMBL392083,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3ccccn3)CN1CC2,990.0,active
CHEMBL234046,COc1cc2c(cc1OC)[C@@H]1CC(N)[C@@H](c3ccccc3)CN1CC2,220.0,active
CHEMBL428894,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3ccccc3)CN1CC2,200.0,active
CHEMBL391037,COc1cc2c(cc1OC)[C@@H]1C[C@@H](N)[C@@H](c3ccccc3)CN1CC2,270.0,active
CHEMBL231996,COc1ccc(N2CCC(N)C(c3ccccn3)C2)cc1OC,8900.0,intermediate
CHEMBL231995,COc1cccc(C2CN(c3ccc(OC)c(OC)c3)CCC2N)c1,25600.0,inactive
CHEMBL231994,COc1ccc(N2CCC(N)C(c3cccc(C)c3)C2)cc1OC,600.0,active
CHEMBL397353,COc1ccc(N2CCC(N)C(c3ccc(C)c(C)c3)C2)cc1OC,31300.0,inactive
CHEMBL234616,COc1ccc(N2CCC(N)C(c3ccc(C)cc3)C2)cc1OC,14800.0,inactive
CHEMBL234615,CCCCC1CN(c2cccc3ccccc23)CCC1N,5300.0,intermediate
CHEMBL397144,CCCCC1CN(c2cccc3c2CCCC3)CCC1N,13600.0,inactive
CHEMBL234614,CCCC[C@@H]1CN(c2ccc3ccccc3c2)CC[C@H]1N,9400.0,intermediate
CHEMBL394507,CCCC[C@H]1CN(c2ccc3ccccc3c2)CC[C@H]1N,1500.0,intermediate
CHEMBL234613,CCCC[C@H]1CN(c2ccc(Cl)c(Cl)c2)CC[C@H]1N,3300.0,intermediate
CHEMBL234429,CCCC[C@@H]1CN(c2cc(OC)c(OC)c(OC)c2)CC[C@H]1N,18400.0,inactive
CHEMBL396136,CCCC[C@H]1CN(c2cc(OC)c(OC)c(OC)c2)CC[C@H]1N,2300.0,intermediate
CHEMBL234428,CCCC[C@@H]1CN(c2ccc(OC)c(OC)c2)CC[C@H]1N,26000.0,inactive
CHEMBL234427,CCCC[C@H]1CN(c2ccc(OC)c(OC)c2)CCC1N,4900.0,intermediate
CHEMBL234426,CCCCC1CN(c2ccc(Cl)c(C(F)(F)F)c2)CCC1N,2600.0,intermediate
CHEMBL443316,CCCC[C@H]1CN(c2ccc(Cl)c(C(F)(F)F)c2)CC[C@H]1N,2800.0,intermediate
CHEMBL234236,CCCC[C@@H]1CN(c2ccc(OC)c(-c3ccccc3)c2)CC[C@H]1N,142000.0,inactive
CHEMBL234235,CCCC[C@H]1CN(c2ccc(OC)c(-c3ccccc3)c2)CC[C@H]1N,5800.0,intermediate
CHEMBL234233,CCCCC1CN(c2cc(OC)cc(C(F)(F)F)c2)CCC1N,8400.0,intermediate
CHEMBL234045,CCCC[C@H]1CN(c2cc(OC)cc(C(F)(F)F)c2)CC[C@H]1N,2100.0,intermediate
CHEMBL234043,CCCCC1CN(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC1N,13400.0,inactive
CHEMBL396857,CCCC[C@@H]1CN(c2ccc(Oc3ccccc3)cc2)CC[C@H]1N,15000.0,inactive
CHEMBL234611,CCCC[C@H]1CN(c2ccc(Oc3ccccc3)cc2)CC[C@H]1N,6300.0,intermediate
CHEMBL234610,CCCC[C@@H]1CN(c2ccccc2)CC[C@H]1N,35700.0,inactive
CHEMBL394662,CCCC[C@H]1CN(c2ccccc2)CC[C@H]1N,3500.0,intermediate
CHEMBL234414,CCCCC1CN(C(c2ccccc2)c2ccccc2)CCC1N,18600.0,inactive
CHEMBL234413,CCCCC1CN(C2CCCCC2)CCC1N,45200.0,inactive
CHEMBL233564,N[C@H]1C[C@@H](N2Cc3cncnc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,0.67,active
CHEMBL233563,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,5.3,active
CHEMBL392924,N[C@H]1C[C@@H](N2Cc3ccccc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,6.6,active
CHEMBL233360,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F,21.0,active
CHEMBL234911,Cc1nc(C(=O)[C@@H]2CCCN2C(=O)CNC(C)(C)CO)no1,77.0,active
CHEMBL393947,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,25.0,active
CHEMBL232185,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,22.0,active
CHEMBL232759,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C(C)(C)C)o1,47.0,active
CHEMBL232572,Cc1nnc(C(=O)[C@@H]2CCCN2C(=O)CNC(C)(C)CO)o1,255.0,active
CHEMBL232571,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C2(C)CCCCC2)o1,10.0,active
CHEMBL391645,CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C2CCCCC2)o1,30.0,active
CHEMBL232570,Cc1cc(C)c(-c2nnc(C(=O)[C@@H]3CCCN3C(=O)CNC(C)(C)C)o2)c(C)c1,17.0,active
CHEMBL395166,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C(C)(C)C)o1,56.0,active
CHEMBL399408,CCC(C)(C)c1nnc(C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)C)o1,20.0,active
CHEMBL391269,Cc1nnc(C(=O)[C@@H]2CCCN2C(=O)CNC23CC4CC(CC(O)(C4)C2)C3)o1,339.0,active
CHEMBL233337,Cc1nnc(C(=O)[C@@H]2CC(F)(F)CN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,680.0,active
CHEMBL233136,Cc1nnc(C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,53.0,active
CHEMBL232725,Cc1nnc(C(=O)[C@@H]2CCCN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,84.0,active
CHEMBL232111,Cc1nnc(C(=O)[C@@H]2CSCN2C(=O)CNC23CC4CC(CC(C4)C2)C3)o1,224.0,active
CHEMBL233996,Cc1nc(C(=O)[C@@H]2CCCN2C(=O)CNC23CC4CC(CC(C4)C2)C3)no1,210.0,active
CHEMBL232586,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C2(C)CCCCC2)n1,95.0,active
CHEMBL399615,CC(C)(C)NCC(=O)N1CCC[C@H]1C(=O)c1noc(-c2ccc(F)cc2)n1,15.0,active
CHEMBL392552,CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1noc(C(C)(C)C)n1,63.0,active
CHEMBL232153,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C(=O)c1ncon1,35.0,active
CHEMBL231698,Cc1nc(C(=O)[C@@H]2CCCN2C(=O)CNC(C)(C)C(=O)O)no1,7939.0,intermediate
CHEMBL231697,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C(C)(C)C)n1,223.0,active
CHEMBL391929,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1noc(C(C)(C)C)n1,67.0,active
CHEMBL438309,COc1ccccc1[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@@H]1N,200.0,active
CHEMBL236507,N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(F)cc1,140.0,active
CHEMBL237568,N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccccc1,150.0,active
CHEMBL237567,COc1ccccc1[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@@H]1N,2000.0,intermediate
CHEMBL399409,N[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1c1ccc(Cl)c(Cl)c1,1000.0,active
CHEMBL237758,N[C@H]1CN(c2cc(-c3ccccc3)ncn2)C[C@@H]1c1ccccc1,790.0,active
CHEMBL392697,N[C@H]1CN(c2cc(-c3cccc(Cl)c3)ncn2)C[C@@H]1c1ccccc1,2900.0,intermediate
CHEMBL235201,COc1ccc(-c2cc(N3C[C@H](c4ccccc4)[C@@H](N)C3)ncn2)cc1,2300.0,intermediate
CHEMBL392696,N#Cc1cccc(-c2cc(N3C[C@H](c4ccccc4)[C@@H](N)C3)ncn2)c1,1400.0,intermediate
CHEMBL236705,N[C@H]1CN(c2cc(-c3ccccc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,21.0,active
CHEMBL237786,COc1ccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)cn1,37.0,active
CHEMBL237785,N[C@H]1CN(c2cc(-c3cccnc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,31.0,active
CHEMBL237569,N[C@H]1CN(c2cc(-c3cccc(O)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,70.0,active
CHEMBL399207,N[C@H]1CN(c2cc(-c3cccc([N+](=O)[O-])c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,120.0,active
CHEMBL236719,CC(=O)Nc1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,14.0,active
CHEMBL236508,N[C@H]1CN(c2cc(-c3cccc(C(=O)O)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,5.0,active
CHEMBL391252,N[C@H]1CN(c2cc(-c3cccc(CO)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,32.0,active
CHEMBL236085,N[C@H]1CN(c2cc(-c3cccc(OC(F)(F)F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,1300.0,intermediate
CHEMBL236084,N[C@H]1CN(c2cc(-c3cccc(C(F)(F)F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,71.0,active
CHEMBL391251,COc1ccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)cc1,120.0,active
CHEMBL236923,N[C@H]1CN(c2cc(-c3ccc(F)cc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,51.0,active
CHEMBL391837,CC(=O)c1ccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)cc1,160.0,active
CHEMBL236922,N#Cc1ccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)cc1,130.0,active
CHEMBL412585,N[C@H]1CN(c2cc(-c3ccc(Cl)cc3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,470.0,active
CHEMBL236714,COc1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,47.0,active
CHEMBL237343,N[C@H]1CN(c2cc(-c3cccc(F)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,51.0,active
CHEMBL393612,CC(=O)c1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,19.0,active
CHEMBL237342,N#Cc1cccc(-c2cc(N3C[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ncn2)c1,37.0,active
CHEMBL237341,N[C@H]1CN(c2cc(-c3cccc(Cl)c3)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,190.0,active
CHEMBL393611,COc1ccccc1-c1cc(N2C[C@H](c3cc(F)c(F)cc3F)[C@@H](N)C2)ncn1,180.0,active
CHEMBL391048,N[C@H]1CN(c2cc(-c3ccccc3F)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,57.0,active
CHEMBL236707,CC(=O)c1ccccc1-c1cc(N2C[C@H](c3cc(F)c(F)cc3F)[C@@H](N)C2)ncn1,230.0,active
CHEMBL391047,N#Cc1ccccc1-c1cc(N2C[C@H](c3cc(F)c(F)cc3F)[C@@H](N)C2)ncn1,93.0,active
CHEMBL236706,N[C@H]1CN(c2cc(-c3ccccc3Cl)ncn2)C[C@@H]1c1cc(F)c(F)cc1F,260.0,active
CHEMBL237119,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,12.0,active
CHEMBL237547,CC(=O)N[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,16.0,active
CHEMBL237337,CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,4.0,active
CHEMBL237336,C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,64.0,active
CHEMBL237152,C[C@@H](C1CCC(c2cccc3ncnn23)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,1.5,active
CHEMBL237151,C[C@@H](C1CCC(c2cccnc2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,4.6,active
CHEMBL392524,C[C@@H](C1CCC(c2ccc(F)cc2)CC1)[C@H](N)C(=O)N1CC[C@](C)(F)C1,12.0,active
CHEMBL237997,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,2.5,active
CHEMBL237783,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,260.0,active
CHEMBL400841,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1,2.3,active
CHEMBL237566,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1,310.0,active
CHEMBL235199,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,38.0,active
CHEMBL235198,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,220.0,active
CHEMBL437557,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,4.8,active
CHEMBL238191,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,32.0,active
CHEMBL238190,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc(F)cc2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,11.0,active
CHEMBL237972,CN(C)C(=O)[C@@H]([C@H]1CC[C@@H](c2ccc(F)cc2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,150.0,active
CHEMBL235223,COc1cc([C@H]2CC[C@H]([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CCC(F)(F)C3)CC2)nc(OC)n1,260.0,active
CHEMBL235004,COc1cc([C@H]2CC[C@@H]([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CCC(F)(F)C3)CC2)nc(OC)n1,100.0,active
CHEMBL397070,CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1,90000.0,inactive
CHEMBL238050,CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccc(NC(C)=O)cc1)Oc1ccc(NC(C)=O)cc1,250000.0,inactive
CHEMBL437965,CC[C@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccc(NC(C)=O)cc1)Oc1ccc(NC(C)=O)cc1,1000000.0,inactive
CHEMBL392163,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2c3ccccc3CN2C(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2)cc1,250000.0,inactive
CHEMBL440982,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2c3ccccc3CN2C(=O)[C@@H](N)CCCCN)cc1,500000.0,inactive
CHEMBL237860,CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccccc1)Oc1ccccc1,1000000.0,inactive
CHEMBL399402,CC[C@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccccc1)Oc1ccccc1,250000.0,inactive
CHEMBL392162,NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1Cc2ccccc2[C@H]1P(=O)(Oc1ccccc1)Oc1ccccc1,50000.0,inactive
CHEMBL398373,NCCCC[C@H](N)C(=O)N1Cc2ccccc2C1P(=O)(Oc1ccccc1)Oc1ccccc1,500000.0,inactive
CHEMBL238114,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2)cc1,4200.0,intermediate
CHEMBL236781,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)[C@@H](N)CCCCN)cc1,8000.0,intermediate
CHEMBL427850,CC[C@H](C)[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,125000.0,inactive
CHEMBL392139,NCC[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,261000.0,inactive
CHEMBL236602,N[C@@H](Cc1cnc[nH]1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,326000.0,inactive
CHEMBL439205,NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,4800.0,intermediate
CHEMBL391721,NCCCC[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,117000.0,inactive
CHEMBL237673,N[C@@H](CO)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,503000.0,inactive
CHEMBL391720,N[C@@H](CC(=O)O)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,1000000.0,inactive
CHEMBL237658,N[C@@H](Cc1ccccc1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,142000.0,inactive
CHEMBL236586,CC(C)[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,89000.0,inactive
CHEMBL399189,NCC(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,16000.0,inactive
CHEMBL235766,CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1,14.0,active
CHEMBL439382,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1,5600.0,intermediate
CHEMBL237500,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1.0,active
CHEMBL235133,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCNCC1)n2Cc1ccccc1,3900.0,intermediate
CHEMBL237499,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)cc3ccccc13)c(=O)n2C,3.0,active
CHEMBL237289,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1OCC(=O)NC)c(=O)n2C,1.0,active
CHEMBL391307,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(OC)cc1)c(=O)n2C,8.0,active
CHEMBL237288,CC#CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,9.0,active
CHEMBL237287,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,4.0,active
CHEMBL391089,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,2.0,active
CHEMBL429450,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,4.0,active
CHEMBL237067,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,3.0,active
CHEMBL237488,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.0,active
CHEMBL237281,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CCc1ccccc1)c(=O)n2C,56.0,active
CHEMBL391634,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,284.0,active
CHEMBL237280,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(C)c(=O)n2C,88.0,active
CHEMBL237279,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(C)c(=O)n2C,35.0,active
CHEMBL399216,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2)n(C)c1=O,82.0,active
CHEMBL235792,CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(C)c(=O)n2C,200.0,active
CHEMBL235352,CC(C)=CCn1c(N2CCNCC2)nc2c1c(=O)n(C)c(=O)n2C,580.0,active
CHEMBL235134,Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2ccccc2)n(C)c1=O,2800.0,intermediate
CHEMBL397057,NCC[C@H](N)C(=O)N1CC[C@H]2CCC[C@H]21,33000.0,inactive
CHEMBL398076,CCCC[C@H](NC(=O)[C@@H](N)CCN)B(O)O,33000.0,inactive
CHEMBL241464,N#Cc1cccnc1N1CCN([C@@H]2CN[C@H](C(=O)N3CCSC3)C2)CC1,1.2,active
CHEMBL241253,N#Cc1ccc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)nc1,1.0,active
CHEMBL241252,O=C([C@@H]1C[C@H](N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCSC1,1.5,active
CHEMBL399610,O=C([C@@H]1C[C@H](N2CCN(c3ccc([N+](=O)[O-])cn3)CC2)CN1)N1CCSC1,0.92,active
CHEMBL399405,N#Cc1ccnc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)c1,1.6,active
CHEMBL239565,O=C([C@@H]1C[C@H](N2CCN(c3ccc(Cl)cn3)CC2)CN1)N1CCSC1,2.5,active
CHEMBL239564,O=C([C@@H]1C[C@H](N2CCN(c3ccncc3)CC2)CN1)N1CCSC1,3.1,active
